VM;Powerstate;Template;CPUs;NICs
ESEATMAUVW00004;poweredOn;False;4;1
ESEATMAUVW00005;poweredOn;False;4;2
ESEATMAUVW00006;poweredOn;False;2;2
ESEATMAUVW00007;poweredOn;False;4;2
ESEATMAUVW00009;poweredOn;False;2;2
ESEATMAUVW00010;poweredOn;False;2;2
ESGDASMAS74550;poweredOn;False;4;2
ESSEATMAD00011;poweredOn;False;2;2
esseatmas500456;poweredOn;False;4;2
esseatmas500517;poweredOn;False;2;2
ESSEATMAS500562;poweredOn;False;2;2
ESSEATMAS500579;poweredOn;False;2;2
esseatmas507047;poweredOn;False;4;2
ESSEATMAS507060;poweredOn;False;2;2
esseatmas507072;poweredOn;False;2;2
esseatmas507073;poweredOn;False;8;2
esseatmas507081;poweredOn;False;2;2
esseatmas507082;poweredOn;False;2;2
llevant;poweredOn;False;4;2
MBCKSERVERW2K12;poweredOn;False;2;2
mdm2-vsp;poweredOn;False;4;1
mdm-vsp;poweredOn;False;4;1
mdm-vsp2-cns;poweredOn;False;2;1
mdm-vsp-cns;poweredOn;False;2;1
messrv05;poweredOn;False;2;2
messrv06;poweredOn;False;4;2
MGBXVENSRV01;poweredOn;False;4;2
MGBXVENSRV02;poweredOn;False;4;2
miisrv03;poweredOn;False;4;3
miisrv04;poweredOn;False;2;3
mksorsrv01;poweredOn;False;8;2
mksorsrv02;poweredOn;False;8;2
mp2lfdevsrv01;poweredOn;False;4;1
mp2lfsrv01;poweredOn;False;8;2
mp2lfsrv02;poweredOn;False;8;2
mp2lfsrv05;poweredOn;False;8;2
mp2lfsrv06;poweredOn;False;8;2
MPYMSRV01;poweredOn;False;4;2
mqqsrepsrv01;poweredOn;False;4;2
MQQSREPSRV02;poweredOn;False;4;2
MQQSRV05;poweredOn;False;4;2
MQQSRV06;poweredOn;False;4;2
MR01-CONS;poweredOn;False;1;2
mrfidevsrv01;poweredOn;False;2;2
MRTSEATHOLEPOC001;poweredOn;False;2;1
msgacrodevsrv01;poweredOn;False;2;2
msgacrodevsrv02;poweredOn;False;2;2
msgacrosrv01;poweredOn;False;4;3
msgacrosrv02;poweredOn;False;4;3
msgasrv01;poweredOn;False;4;2
msgasrv02;poweredOn;False;4;2
msigrfdevsrv01;poweredOn;False;2;2
msigrfsrv01;poweredOn;False;2;3
msigrfsrv02;poweredOn;False;2;3
msotimdmsrv01;poweredOn;False;2;2
mtspsrv01;poweredOn;False;6;2
mtspsrv02;poweredOn;False;6;2
mtsyssrv10;poweredOn;False;4;2
mvccaxsrv01;poweredOn;False;4;5
mvccaxsrv02;poweredOn;False;4;5
SEESMTSAPAOP215;poweredOn;False;2;1
SEESMTSAPAUC107;poweredOn;False;2;2
SEESMTSAPAUC113;poweredOn;False;1;2
SEESMTSAPAUC114;poweredOn;False;2;2
SEESMTSAPAUC115;poweredOn;False;2;2
SEESMTSAPAUC121;poweredOn;False;4;2
SEESMTSAPAUC129;poweredOn;False;1;2
SEESMTSAPAUC146;poweredOn;False;2;2
SEESMTSAPAUC148;poweredOn;False;2;2
SEESMTSAPAUC152;poweredOn;False;2;3
SEESMTSAPAUC156;poweredOn;False;2;2
SEESMTSAPAUC157;poweredOn;False;2;2
SEESMTSAPAUC158;poweredOn;False;2;2
SEESMTSAPAUC159;poweredOn;False;2;2
SEESMTSAPAUC160;poweredOn;False;2;2
SEESMTSAPAUP252;poweredOn;False;2;2
SEESMTSAPAUP255;poweredOn;False;4;2
SEESMTSAPAUP256;poweredOn;False;4;2
SEESMTSAPAUP272;poweredOn;False;4;2
SEESMTSAPAUP273;poweredOn;False;4;2
SEESMTSAPAUP276;poweredOn;False;4;2
SEESMTSAPAUP277;poweredOn;False;4;2
SEESMTSAPAUP312;poweredOn;False;4;2
SEESMTSAPAUP327;poweredOn;False;2;2
SEESMTSAPAUP337;poweredOn;False;2;3
SEESMTSAPAUP338;poweredOn;False;2;3
SEESMTSAPAUT025;poweredOn;False;4;2
SEESMTSAPAWC421;poweredOn;False;4;2
SEESMTSAPAWC422;poweredOn;False;4;2
SEESMTSAPAWC425;poweredOn;False;2;2
SEESMTSAPAWC426;poweredOn;False;2;2
SEESMTSAPAWC427;poweredOn;False;2;2
SEESMTSAPAWC429;poweredOn;False;4;2
SEESMTSAPAWC430;poweredOn;False;2;2
SEESMTSAPAWC459;poweredOn;False;8;2
SEESMTSAPAWC460;poweredOn;False;2;2
SEESMTSAPAWC462;poweredOn;False;4;2
SEESMTSAPAWC467;poweredOn;False;2;2
SEESMTSAPAWC469;poweredOn;False;2;2
SEESMTSAPAWC474;poweredOn;False;2;2
SEESMTSAPAWC475;poweredOn;False;2;2
SEESMTSAPAWC476;poweredOn;False;2;2
SEESMTSAPAWC477;poweredOn;False;2;2
SEESMTSAPAWC479;poweredOn;False;2;2
SEESMTSAPAWC480;poweredOn;False;2;2
SEESMTSAPAWC481;poweredOn;False;4;2
SEESMTSAPAWC482;poweredOn;False;2;2
SEESMTSAPAWC483;poweredOn;False;2;2
SEESMTSAPAWC484;poweredOn;False;2;2
SEESMTSAPAWC487;poweredOn;False;2;2
SEESMTSAPAWC489;poweredOn;False;2;2
SEESMTSAPAWC490;poweredOn;False;2;2
SEESMTSAPAWC491;poweredOn;False;2;2
SEESMTSAPAWC494;poweredOn;False;2;2
SEESMTSAPAWC497;poweredOn;False;2;2
SEESMTSAPAWC505;poweredOn;False;2;2
SEESMTSAPAWC506;poweredOn;False;2;2
SEESMTSAPAWC507;poweredOn;False;2;2
SEESMTSAPAWC514;poweredOn;False;2;2
SEESMTSAPAWC515;poweredOn;False;2;2
SEESMTSAPAWP422;poweredOn;False;8;2
SEESMTSAPAWP461;poweredOn;False;4;2
SEESMTSAPAWP462;poweredOn;False;4;2
SEESMTSAPAWP476;poweredOn;False;2;2
SEESMTSAPAWP630;poweredOn;False;2;2
SEESMTSAPAWP737;poweredOn;False;8;2
SEESMTSAPAWP803;poweredOn;False;2;2
SEESMTSAPAWP804;poweredOn;False;2;2
SEESMTSAPAWP808;poweredOn;False;4;2
SEESMTSAPAWP809;poweredOn;False;4;2
SEESMTSAPAWP813;poweredOn;False;2;1
SEESMTSAPAWP818;poweredOn;False;2;2
SEESMTSAPAWT009;poweredOn;False;8;2
SEESMTSAPAWZ055;poweredOn;False;4;1
SEESMTSCOAWC067;poweredOn;False;4;2
SEESMTSCOAWP009;poweredOn;False;4;2
SEESMTSCOAWP011;poweredOn;False;2;2
SEESMTSCOAWP412;poweredOn;False;4;2
SEESMTSCOAWP413;poweredOn;False;4;2
SEESMTSDBAUC001;poweredOn;False;2;2
SEESMTSDBAUC002;poweredOn;False;2;2
SEESMTSDBAUC003;poweredOn;False;2;2
SEESMTSDBAUC111;poweredOn;False;2;2
SEESMTSDBAUC149;poweredOn;False;2;2
SEESMTSDBAUC152;poweredOn;False;2;2
SEESMTSDBAUC155;poweredOn;False;2;2
SEESMTSDBAUC156;poweredOn;False;2;2
SEESMTSDBAUC186;poweredOn;False;2;1
SEESMTSDBAUP203;poweredOn;False;6;4
SEESMTSDBAUP269;poweredOn;False;8;2
SEESMTSDBAUP270;poweredOn;False;8;2
SEESMTSDBAUP332;poweredOn;False;4;3
SEESMTSDBAUP340;poweredOn;False;8;2
SEESMTSDBAUT020;poweredOn;False;2;2
SEESMTSDBAUT027;poweredOn;False;2;1
SEESMTSDBAWC001;poweredOn;False;2;2
SEESMTSDBAWC002;poweredOn;False;4;3
SEESMTSDBAWC004;poweredOn;False;2;2
SEESMTSDBAWC005;poweredOn;False;2;2
SEESMTSDBAWC011;poweredOn;False;4;2
SEESMTSDBAWC013;poweredOn;False;4;1
SEESMTSDBAWC014;poweredOn;False;4;1
SEESMTSDBAWC053;poweredOn;False;2;2
SEESMTSDBAWC075;poweredOn;False;2;2
SEESMTSDBAWC423;poweredOn;False;2;2
SEESMTSDBAWC464;poweredOn;False;2;2
SEESMTSDBAWC468;poweredOn;False;2;2
SEESMTSDBAWC474;poweredOn;False;2;2
SEESMTSDBAWC486;poweredOn;False;2;2
SEESMTSDBAWC488;poweredOn;False;2;2
SEESMTSDBAWC492;poweredOn;False;2;2
SEESMTSDBAWC495;poweredOn;False;2;2
SEESMTSDBAWC496;poweredOn;False;2;2
SEESMTSDBAWC502;poweredOn;False;2;2
SEESMTSDBAWC506;poweredOn;False;4;2
SEESMTSDBAWC509;poweredOn;False;2;2
SEESMTSDBAWC513;poweredOn;False;4;2
SEESMTSDBAWC517;poweredOn;False;6;3
SEESMTSDBAWC523;poweredOn;False;2;2
SEESMTSDBAWC527;poweredOn;False;2;2
SEESMTSDBAWP001;poweredOn;False;4;2
SEESMTSDBAWP002;poweredOn;False;4;2
SEESMTSDBAWP003;poweredOn;False;4;3
SEESMTSDBAWP004;poweredOn;False;4;2
SEESMTSDBAWP005;poweredOn;False;4;2
SEESMTSDBAWP006;poweredOn;False;8;2
SEESMTSDBAWP007;poweredOn;False;8;2
SEESMTSDBAWP009;poweredOn;False;4;2
SEESMTSDBAWP012;poweredOn;False;12;3
SEESMTSDBAWP014;poweredOn;False;8;2
SEESMTSDBAWP017;poweredOn;False;4;2
SEESMTSDBAWP018;poweredOn;False;8;1
SEESMTSDBAWP019;poweredOn;False;8;1
SEESMTSDBAWP341;poweredOn;False;4;2
SEESMTSDBAWP342;poweredOn;False;4;2
SEESMTSDBAWP343;poweredOn;False;4;2
SEESMTSDBAWP417;poweredOn;False;2;2
SEESMTSDBAWP418;poweredOn;False;2;2
SEESMTSDBAWP437;poweredOn;False;8;2
SEESMTSDBAWP439;poweredOn;False;8;2
SEESMTSDBAWP440;poweredOn;False;8;2
SEESMTSDBAWP633;poweredOn;False;4;2
SEESMTSDBAWP676;poweredOn;False;6;2
SEESMTSDBAWP677;poweredOn;False;6;2
SEESMTSDBAWP723;poweredOn;False;4;2
SEESMTSDBAWP724;poweredOn;False;4;2
SEESMTSDBAWP730;poweredOn;False;4;2
SEESMTSDBAWP747;poweredOn;False;8;2
SEESMTSDBAWP774;poweredOn;False;4;2
SEESMTSDBAWP778;poweredOn;False;2;2
SEESMTSDBAWP783;poweredOn;False;2;2
SEESMTSDBAWP806;poweredOn;False;4;2
SEESMTSDBAWP807;poweredOn;False;4;2
SEESMTSDBAWP822;poweredOn;False;4;2
SEESMTSDBAWP825;poweredOn;False;4;2
SEESMTSDBAWP838;poweredOn;False;4;2
SEESMTSDBAWP839;poweredOn;False;4;2
SEESMTSDBAWP844;poweredOn;False;8;2
SEESMTSDBAWP845;poweredOn;False;8;2
SEESMTSDBAWP849;poweredOn;False;12;3
SEESMTSDBAWP850;poweredOn;False;12;3
SEESMTSDBAWP858;poweredOn;False;4;2
SEESMTSDBAWP865;poweredOn;False;4;2
SEESMTSDBAWP866;poweredOn;False;4;2
SEESMTSDBAWT021;poweredOn;False;2;1
SEESMTSDBAWT022;poweredOn;False;2;1
SEESMTSDBAWT023;poweredOn;False;2;1
SEESMTSDBAWT024;poweredOn;False;2;1
SEESMTSDBBWC473;poweredOn;False;2;2
SEESMTSDBBWP746;poweredOn;False;8;2
SEESMTSDCAWP007;poweredOn;False;2;2
SEESMTSDCAWP008;poweredOn;False;2;2
SEESMTSESAOC001;poweredOn;False;4;1
SEESMTSEXAWC504;poweredOn;False;2;3
SEESMTSEXAWP453;poweredOn;False;2;2
SEESMTSEXAWP454;poweredOn;False;2;2
SEESMTSEXAWP457;poweredOn;False;4;2
SEESMTSFTAWC002;poweredOn;False;2;2
SEESMTSSAAOP001;poweredOn;False;2;1
SEESMTSSAAOP002;poweredOn;False;2;1
SEESMTSSAAUC007;poweredOn;False;4;2
SEESMTSSAAUC008;poweredOn;False;4;2
SEESMTSSAAUC009;poweredOn;False;2;2
SEESMTSSAAUC010;poweredOn;False;4;2
SEESMTSSAAUC013;poweredOn;False;8;1
SEESMTSSAAUC083;poweredOn;False;4;2
SEESMTSSAAUC092;poweredOn;False;8;2
SEESMTSSAAUC093;poweredOn;False;2;2
SEESMTSSAAUC095;poweredOn;False;8;2
SEESMTSSAAUC096;poweredOn;False;4;2
SEESMTSSAAUC097;poweredOn;False;2;2
SEESMTSSAAUC098;poweredOn;False;8;2
SEESMTSSAAUC099;poweredOn;False;8;2
SEESMTSSAAUC100;poweredOn;False;4;2
SEESMTSSAAUC101;poweredOn;False;4;2
SEESMTSSAAUC122;poweredOn;False;8;2
SEESMTSSAAUC123;poweredOn;False;4;2
SEESMTSSAAUC130;poweredOn;False;2;2
SEESMTSSAAUC137;poweredOn;False;2;2
SEESMTSSAAUC143;poweredOn;False;2;2
SEESMTSSAAUC144;poweredOn;False;2;2
SEESMTSSAAUC153;poweredOn;False;2;2
SEESMTSSAAUC154;poweredOn;False;2;2
SEESMTSSAAUC162;poweredOn;False;2;2
SEESMTSSAAUC176;poweredOn;False;4;2
SEESMTSSAAUC177;poweredOn;False;4;2
SEESMTSSAAUC178;poweredOn;False;4;2
SEESMTSSAAUC179;poweredOn;False;4;2
SEESMTSSAAUC180;poweredOn;False;4;2
SEESMTSSAAUC181;poweredOn;False;2;2
SEESMTSSAAUC183;poweredOn;False;2;2
SEESMTSSAAUP001;poweredOn;False;8;1
SEESMTSSAAUP002;poweredOn;False;8;1
SEESMTSSAAUP003;poweredOn;False;8;1
SEESMTSSAAUP004;poweredOn;False;4;1
SEESMTSSAAUP005;poweredOn;False;4;1
SEESMTSSAAUP006;poweredOn;False;4;1
SEESMTSSAAUP007;poweredOn;False;24;1
SEESMTSSAAUP008;poweredOn;False;24;1
SEESMTSSAAUP009;poweredOn;False;24;1
SEESMTSSAAUP010;poweredOn;False;12;1
SEESMTSSAAUP011;poweredOn;False;12;1
SEESMTSSAAUP012;poweredOn;False;24;1
SEESMTSSAAUP013;poweredOn;False;24;1
SEESMTSSAAUP014;poweredOn;False;32;1
SEESMTSSAAUP017;poweredOn;False;24;1
SEESMTSSAAUP018;poweredOn;False;24;1
SEESMTSSAAUP032;poweredOn;False;4;2
SEESMTSSAAUP033;poweredOn;False;4;2
SEESMTSSAAUP034;poweredOn;False;4;2
SEESMTSSAAUP035;poweredOn;False;4;2
SEESMTSSAAUP036;poweredOn;False;2;1
SEESMTSSAAUP037;poweredOn;False;2;1
SEESMTSSAAUP038;poweredOn;False;2;1
SEESMTSSAAUP048;poweredOn;False;2;1
SEESMTSSAAUP055;poweredOn;False;24;1
SEESMTSSAAUP069;poweredOn;False;12;1
SEESMTSSAAUP070;poweredOn;False;24;1
SEESMTSSAAUP071;poweredOn;False;18;1
SEESMTSSAAUP072;poweredOn;False;18;1
SEESMTSSAAUP073;poweredOn;False;18;1
SEESMTSSAAUP075;poweredOn;False;8;1
SEESMTSSAAUP076;poweredOn;False;8;1
SEESMTSSAAUP077;poweredOn;False;8;1
SEESMTSSAAUP078;poweredOn;False;16;2
SEESMTSSAAUP079;poweredOn;False;16;2
SEESMTSSAAUP080;poweredOn;False;16;2
SEESMTSSAAUP081;poweredOn;False;16;2
SEESMTSSAAUP082;poweredOn;False;16;2
SEESMTSSAAUP083;poweredOn;False;16;2
SEESMTSSAAUP084;poweredOn;False;16;2
SEESMTSSAAUP085;poweredOn;False;16;2
SEESMTSSAAUP096;poweredOn;False;2;1
SEESMTSSAAUP097;poweredOn;False;2;1
SEESMTSSAAUP098;poweredOn;False;2;1
SEESMTSSAAUP185;poweredOn;False;4;2
SEESMTSSAAUP205;poweredOn;False;8;2
SEESMTSSAAUP206;poweredOn;False;2;2
SEESMTSSAAUP213;poweredOn;False;12;2
SEESMTSSAAUP214;poweredOn;False;48;2
SEESMTSSAAUP216;poweredOn;False;18;2
SEESMTSSAAUP218;poweredOn;False;12;2
SEESMTSSAAUP219;poweredOn;False;8;1
SEESMTSSAAUP220;poweredOn;False;18;2
SEESMTSSAAUP221;poweredOn;False;4;2
SEESMTSSAAUP222;poweredOn;False;24;2
SEESMTSSAAUP223;poweredOn;False;48;2
SEESMTSSAAUP224;poweredOn;False;24;2
SEESMTSSAAUP225;poweredOn;False;12;2
SEESMTSSAAUP226;poweredOn;False;48;2
SEESMTSSAAUP227;poweredOn;False;24;2
SEESMTSSAAUP228;poweredOn;False;48;2
SEESMTSSAAUP230;poweredOn;False;48;3
SEESMTSSAAUP231;poweredOn;False;12;2
SEESMTSSAAUP232;poweredOn;False;24;2
SEESMTSSAAUP233;poweredOn;False;12;2
SEESMTSSAAUP234;poweredOn;False;48;2
SEESMTSSAAUP235;poweredOn;False;6;2
SEESMTSSAAUP236;poweredOn;False;32;2
SEESMTSSAAUP237;poweredOn;False;8;2
SEESMTSSAAUP238;poweredOn;False;18;2
SEESMTSSAAUP239;poweredOn;False;8;2
SEESMTSSAAUP240;poweredOn;False;4;2
SEESMTSSAAUP245;poweredOn;False;48;2
SEESMTSSAAUP360;poweredOn;False;4;2
SEESMTSSAAUP361;poweredOn;False;1;2
SEESMTSSAAUP377;poweredOn;False;4;2
SEESMTSSAAUP380;poweredOn;False;4;2
SEESMTSSAAUT002;poweredOn;False;2;2
SEESMTSSAAUT004;poweredOn;False;2;2
SEESMTSSAAUT018;poweredOn;False;4;2
SEESMTSSAAUT019;poweredOn;False;4;2
SEESMTSSAAUT021;poweredOn;False;2;2
SEESMTSSAAUT025;poweredOn;False;2;2
SEESMTSSAAUT026;poweredOn;False;2;2
SEESMTSSAAUT033;poweredOn;False;2;2
SEESMTSSAAWC002;poweredOn;False;2;2
SEESMTSSAAWC003;poweredOn;False;4;2
SEESMTSSAAWC004;poweredOn;False;8;2
SEESMTSSAAWC005;poweredOn;False;2;2
SEESMTSSAAWC006;poweredOn;False;2;2
SEESMTSSAAWC007;poweredOn;False;8;2
SEESMTSSAAWC013;poweredOn;False;2;2
SEESMTSSAAWC018;poweredOn;False;4;2
SEESMTSSAAWC020;poweredOn;False;2;2
SEESMTSSAAWC054;poweredOn;False;2;2
SEESMTSSAAWC055;poweredOn;False;2;2
SEESMTSSAAWC062;poweredOn;False;2;2
SEESMTSSAAWC066;poweredOn;False;2;2
SEESMTSSAAWC070;poweredOn;False;6;2
SEESMTSSAAWC073;poweredOn;False;2;2
SEESMTSSAAWC076;poweredOn;False;8;2
SEESMTSSAAWC424;poweredOn;False;2;2
SEESMTSSAAWC438;poweredOn;False;2;2
SEESMTSSAAWC443;poweredOn;False;4;2
SEESMTSSAAWC465;poweredOn;False;4;2
SEESMTSSAAWC485;poweredOn;False;2;2
SEESMTSSAAWC487;poweredOn;False;2;2
SEESMTSSAAWC488;poweredOn;False;2;2
SEESMTSSAAWC489;poweredOn;False;2;2
SEESMTSSAAWC490;poweredOn;False;2;2
SEESMTSSAAWC522;poweredOn;False;4;2
SEESMTSSAAWC525;poweredOn;False;2;2
SEESMTSSAAWC531;poweredOn;False;4;2
SEESMTSSAAWC532;poweredOn;False;2;1
SEESMTSSAAWP003;poweredOn;False;2;2
SEESMTSSAAWP014;poweredOn;False;2;2
SEESMTSSAAWP029;poweredOn;False;4;2
SEESMTSSAAWP030;poweredOn;False;4;2
SEESMTSSAAWP031;poweredOn;False;4;2
SEESMTSSAAWP095;poweredOn;False;4;2
SEESMTSSAAWP096;poweredOn;False;4;2
SEESMTSSAAWP415;poweredOn;False;2;2
SEESMTSSAAWP416;poweredOn;False;2;2
SEESMTSSAAWP678;poweredOn;False;4;2
SEESMTSSAAWP679;poweredOn;False;4;2
SEESMTSSAAWP695;poweredOn;False;8;2
SEESMTSSAAWP777;poweredOn;False;4;2
SEESMTSSAAWP784;poweredOn;False;8;2
SEESMTSSAAWP788;poweredOn;False;8;2
SEESMTSSAAWP789;poweredOn;False;8;2
SEESMTSSAAWP857;poweredOn;False;2;2
SEESMTSSAAWP863;poweredOn;False;4;2
SEESMTSSAAWP864;poweredOn;False;4;2
SEESMTSSAAWT002;poweredOn;False;4;2
SEESMTSSAAWT006;poweredOn;False;2;2
SEESMTSSAAWZ002;poweredOn;False;4;1
SEESMTSSAAWZ006;poweredOn;False;4;1
SEESMTSSAAWZ010;poweredOn;False;4;1
SEESMTSSAAWZ039;poweredOn;False;2;1
SEESMTSSAAWZ040;poweredOn;False;4;1
SEESMTSSAAWZ057;poweredOn;False;8;1
SEESMTSSABUC001;poweredOn;False;4;2
SEESMTSSABUP186;poweredOn;False;4;2
SEESMTSSABWC453;poweredOn;False;6;2
SEESMTSSABWP696;poweredOn;False;8;2
SEESMTSSGAOP005;poweredOn;False;4;2
SEESMTSSGAOP006;poweredOn;False;4;2
SEESMTSSGAOP007;poweredOn;False;4;2
SEESMTSSGAOP008;poweredOn;False;4;2
SEESMTSSGAOP009;poweredOn;False;4;2
SEESMTSSGAOP010;poweredOn;False;4;2
SEESMTSSGAOP011;poweredOn;False;4;2
SEESMTSSGAOP061;poweredOn;False;4;2
SEESMTSSGAUP018;poweredOn;False;12;6
SEESMTSSGAUP204;poweredOn;False;4;1
SEESMTSSGAWC001;poweredOn;False;2;2
SEESMTSSGAWC002;poweredOn;False;2;2
SEESMTSSGAWC003;poweredOn;False;2;2
SEESMTSSGAWC004;poweredOn;False;2;2
SEESMTSSGAWC005;poweredOn;False;2;2
SEESMTSSGAWC006;poweredOn;False;2;2
SEESMTSSGAWC007;poweredOn;False;2;2
SEESMTSSGAWP668;poweredOn;False;2;2
SEESMTSWEAUC086;poweredOn;False;2;2
SEESMTSWEAUC135;poweredOn;False;2;2
SEESMTSWEAUC142;poweredOn;False;2;2
SEESMTSWEAUC149;poweredOn;False;2;2
SEESMTSWEAUP328;poweredOn;False;2;2
SEESMTSWEAUP329;poweredOn;False;2;2
SEESMTSWEAUT024;poweredOn;False;2;2
SEESMTSWEAWC001;poweredOn;False;2;2
SEESMTSWEAWC007;poweredOn;False;2;2
SEESMTSWEAWC008;poweredOn;False;2;2
SEESMTSWEAWC071;poweredOn;False;2;2
SEESMTSWEAWC420;poweredOn;False;2;2
SEESMTSWEAWC440;poweredOn;False;4;2
SEESMTSWEAWC455;poweredOn;False;4;2
SEESMTSWEAWC458;poweredOn;False;2;2
SEESMTSWEAWC474;poweredOn;False;2;2
SEESMTSWEAWC475;poweredOn;False;2;2
SEESMTSWEAWC499;poweredOn;False;2;2
SEESMTSWEAWC510;poweredOn;False;2;2
SEESMTSWEAWC511;poweredOn;False;2;2
SEESMTSWEAWP019;poweredOn;False;2;1
SEESMTSWEAWP020;poweredOn;False;2;1
SEESMTSWEAWP689;poweredOn;False;8;2
SEESMTSWEAWP698;poweredOn;False;6;2
SEESMTSWEAWP820;poweredOn;False;2;2
SEESMTSWEBWC456;poweredOn;False;2;2
SEESMTSWFAWC466;poweredOn;False;2;2
SEESMTSWFAWT020;poweredOn;False;2;2
SEESMTSWHAWP530;poweredOn;False;2;1
SEESMTSWTAWC001;poweredOn;False;2;2
SEESMTSWTAWC002;poweredOn;False;2;2
SEESMTSWVAUC084;poweredOn;False;1;3
SEESMTSWVAUP187;poweredOn;False;2;4
SEESMTSWVAUP188;poweredOn;False;2;4
tracias;poweredOn;False;2;2
Virtual_Lab_Security;poweredOn;False;2;2
